Series_Title,Genre,Rating,No_of_Votes,Weighted Rating,Rating Anomalies
Paddington 2,Adventure,7.8,61594,480433.2,No
Paddington 2,Comedy,7.8,61594,480433.2,No
Paddington 2,Family,7.8,61594,480433.2,No
Udta Punjab,Action,7.8,27175,211965.0,No
Udta Punjab,Crime,7.8,27175,211965.0,No
Udta Punjab,Drama,7.8,27175,211965.0,No
Kubo and the Two Strings,Animation,7.8,118035,920673.0,No
Kubo and the Two Strings,Action,7.8,118035,920673.0,No
Kubo and the Two Strings,Adventure,7.8,118035,920673.0,No
M.S. Dhoni: The Untold Story,Biography,7.8,40416,315244.8,No
M.S. Dhoni: The Untold Story,Drama,7.8,40416,315244.8,No
M.S. Dhoni: The Untold Story,Sport,7.8,40416,315244.8,No
Manchester by the Sea,Drama,7.8,246963,1926311.4,No
Under sandet,Drama,7.8,35539,277204.2,No
Under sandet,History,7.8,35539,277204.2,No
Under sandet,War,7.8,35539,277204.2,No
Rogue One,Action,7.8,556608,4341542.399999999,No
Rogue One,Adventure,7.8,556608,4341542.399999999,No
Rogue One,Sci-Fi,7.8,556608,4341542.399999999,No
Captain America: Civil War,Action,7.8,663649,5176462.2,No
Captain America: Civil War,Adventure,7.8,663649,5176462.2,No
Captain America: Civil War,Sci-Fi,7.8,663649,5176462.2,No
The Hateful Eight,Crime,7.8,517059,4033060.1999999997,No
The Hateful Eight,Drama,7.8,517059,4033060.1999999997,No
The Hateful Eight,Mystery,7.8,517059,4033060.1999999997,No
Little Women,Drama,7.8,143250,1117350.0,No
Little Women,Romance,7.8,143250,1117350.0,No
Loving Vincent,Animation,7.8,50778,396068.39999999997,No
Loving Vincent,Biography,7.8,50778,396068.39999999997,No
Loving Vincent,Crime,7.8,50778,396068.39999999997,No
Pride,Biography,7.8,51841,404359.8,No
Pride,Comedy,7.8,51841,404359.8,No
Pride,Drama,7.8,51841,404359.8,No
Le passé,Drama,7.8,45002,351015.6,No
Le passé,Mystery,7.8,45002,351015.6,No
La grande bellezza,Drama,7.8,81125,632775.0,No
The Lunchbox,Drama,7.8,50523,394079.39999999997,No
The Lunchbox,Romance,7.8,50523,394079.39999999997,No
Vicky Donor,Comedy,7.8,39710,309738.0,No
Vicky Donor,Romance,7.8,39710,309738.0,No
Big Hero 6,Animation,7.8,410983,3205667.4,No
Big Hero 6,Action,7.8,410983,3205667.4,No
Big Hero 6,Adventure,7.8,410983,3205667.4,No
About Time,Comedy,7.8,303032,2363649.6,No
About Time,Drama,7.8,303032,2363649.6,No
About Time,Fantasy,7.8,303032,2363649.6,No
English Vinglish,Comedy,7.8,33618,262220.39999999997,No
English Vinglish,Drama,7.8,33618,262220.39999999997,No
English Vinglish,Family,7.8,33618,262220.39999999997,No
Kaze tachinu,Animation,7.8,73690,574782.0,No
Kaze tachinu,Biography,7.8,73690,574782.0,No
Kaze tachinu,Drama,7.8,73690,574782.0,No
Toy Story 4,Animation,7.8,203177,1584780.5999999999,No
Toy Story 4,Adventure,7.8,203177,1584780.5999999999,No
Toy Story 4,Comedy,7.8,203177,1584780.5999999999,No
La migliore offerta,Crime,7.8,108399,845512.2,No
La migliore offerta,Drama,7.8,108399,845512.2,No
La migliore offerta,Mystery,7.8,108399,845512.2,No
Moonrise Kingdom,Comedy,7.8,318789,2486554.1999999997,No
Moonrise Kingdom,Drama,7.8,318789,2486554.1999999997,No
Moonrise Kingdom,Romance,7.8,318789,2486554.1999999997,No
How to Train Your Dragon 2,Animation,7.8,305611,2383765.8,No
How to Train Your Dragon 2,Action,7.8,305611,2383765.8,No
How to Train Your Dragon 2,Adventure,7.8,305611,2383765.8,No
The Big Short,Biography,7.8,362942,2830947.6,No
The Big Short,Comedy,7.8,362942,2830947.6,No
The Big Short,Drama,7.8,362942,2830947.6,No
Kokuhaku,Drama,7.8,35713,278561.39999999997,No
Kokuhaku,Thriller,7.8,35713,278561.39999999997,No
Ang-ma-reul bo-at-da,Action,7.8,111252,867765.6,No
Ang-ma-reul bo-at-da,Crime,7.8,111252,867765.6,No
Ang-ma-reul bo-at-da,Drama,7.8,111252,867765.6,No
The Girl with the Dragon Tattoo,Crime,7.8,423010,3299478.0,No
The Girl with the Dragon Tattoo,Drama,7.8,423010,3299478.0,No
The Girl with the Dragon Tattoo,Mystery,7.8,423010,3299478.0,No
Captain Phillips,Adventure,7.8,421244,3285703.1999999997,No
Captain Phillips,Biography,7.8,421244,3285703.1999999997,No
Captain Phillips,Crime,7.8,421244,3285703.1999999997,No
Ajeossi,Action,7.8,62848,490214.39999999997,No
Ajeossi,Crime,7.8,62848,490214.39999999997,No
Ajeossi,Drama,7.8,62848,490214.39999999997,No
Straight Outta Compton,Biography,7.8,179264,1398259.2,No
Straight Outta Compton,Drama,7.8,179264,1398259.2,No
Straight Outta Compton,History,7.8,179264,1398259.2,No
Madeo,Crime,7.8,52758,411512.39999999997,No
Madeo,Drama,7.8,52758,411512.39999999997,No
Madeo,Mystery,7.8,52758,411512.39999999997,No
Chugyeokja,Action,7.8,58468,456050.39999999997,No
Chugyeokja,Crime,7.8,58468,456050.39999999997,No
Chugyeokja,Thriller,7.8,58468,456050.39999999997,No
The Hobbit: The Desolation of Smaug,Adventure,7.8,601408,4690982.399999999,No
The Hobbit: The Desolation of Smaug,Fantasy,7.8,601408,4690982.399999999,No
Das weiße Band - Eine deutsche Kindergeschichte,Drama,7.8,68715,535977.0,No
Das weiße Band - Eine deutsche Kindergeschichte,History,7.8,68715,535977.0,No
Das weiße Band - Eine deutsche Kindergeschichte,Mystery,7.8,68715,535977.0,No
Män som hatar kvinnor,Crime,7.8,208994,1630153.2,No
Män som hatar kvinnor,Drama,7.8,208994,1630153.2,No
Män som hatar kvinnor,Mystery,7.8,208994,1630153.2,No
The Trial of the Chicago 7,Drama,7.8,89896,701188.7999999999,No
The Trial of the Chicago 7,History,7.8,89896,701188.7999999999,No
The Trial of the Chicago 7,Thriller,7.8,89896,701188.7999999999,No
Druk,Comedy,7.8,33931,264661.8,No
Druk,Drama,7.8,33931,264661.8,No
The Fighter,Biography,7.8,340584,2656555.1999999997,No
The Fighter,Drama,7.8,340584,2656555.1999999997,No
The Fighter,Sport,7.8,340584,2656555.1999999997,No
Taken,Action,7.8,564791,4405369.8,No
Taken,Thriller,7.8,564791,4405369.8,No
The Boy in the Striped Pyjamas,Drama,7.8,190748,1487834.4,No
The Boy in the Striped Pyjamas,History,7.8,190748,1487834.4,No
The Boy in the Striped Pyjamas,War,7.8,190748,1487834.4,No
Once,Drama,7.8,110656,863116.7999999999,No
Once,Music,7.8,110656,863116.7999999999,No
Once,Romance,7.8,110656,863116.7999999999,No
The Hobbit: An Unexpected Journey,Adventure,7.8,757377,5907540.6,No
The Hobbit: An Unexpected Journey,Fantasy,7.8,757377,5907540.6,No
Auf der anderen Seite,Drama,7.8,30827,240450.6,No
Atonement,Drama,7.8,251370,1960686.0,No
Atonement,Mystery,7.8,251370,1960686.0,No
Atonement,Romance,7.8,251370,1960686.0,No
Drive,Crime,7.8,571571,4458253.8,No
Drive,Drama,7.8,571571,4458253.8,No
American Gangster,Biography,7.8,392449,3061102.1999999997,No
American Gangster,Crime,7.8,392449,3061102.1999999997,No
American Gangster,Drama,7.8,392449,3061102.1999999997,No
Avatar,Action,7.8,1118998,8728184.4,No
Avatar,Adventure,7.8,1118998,8728184.4,No
Avatar,Fantasy,7.8,1118998,8728184.4,No
Mr. Nobody,Drama,7.8,216421,1688083.8,No
Mr. Nobody,Fantasy,7.8,216421,1688083.8,No
Mr. Nobody,Romance,7.8,216421,1688083.8,No
Apocalypto,Action,7.8,291018,2269940.4,No
Apocalypto,Adventure,7.8,291018,2269940.4,No
Apocalypto,Drama,7.8,291018,2269940.4,No
Little Miss Sunshine,Comedy,7.8,439856,3430876.8,No
Little Miss Sunshine,Drama,7.8,439856,3430876.8,No
Hot Fuzz,Action,7.8,463466,3615034.8,No
Hot Fuzz,Comedy,7.8,463466,3615034.8,No
Hot Fuzz,Mystery,7.8,463466,3615034.8,No
The Curious Case of Benjamin Button,Drama,7.8,589160,4595448.0,No
The Curious Case of Benjamin Button,Fantasy,7.8,589160,4595448.0,No
The Curious Case of Benjamin Button,Romance,7.8,589160,4595448.0,No
Veer-Zaara,Drama,7.8,49050,382590.0,No
Veer-Zaara,Family,7.8,49050,382590.0,No
Veer-Zaara,Musical,7.8,49050,382590.0,No
Adams æbler,Comedy,7.8,45717,356592.6,No
Adams æbler,Crime,7.8,45717,356592.6,No
Adams æbler,Drama,7.8,45717,356592.6,No
Pride & Prejudice,Drama,7.8,258924,2019607.2,No
Pride & Prejudice,Romance,7.8,258924,2019607.2,No
The World's Fastest Indian,Biography,7.8,51980,405444.0,No
The World's Fastest Indian,Drama,7.8,51980,405444.0,No
The World's Fastest Indian,Sport,7.8,51980,405444.0,No
Tôkyô goddofâzâzu,Animation,7.8,31658,246932.4,No
Tôkyô goddofâzâzu,Adventure,7.8,31658,246932.4,No
Tôkyô goddofâzâzu,Comedy,7.8,31658,246932.4,No
Serenity,Action,7.8,283310,2209818.0,No
Serenity,Adventure,7.8,283310,2209818.0,No
Serenity,Sci-Fi,7.8,283310,2209818.0,No
Walk the Line,Biography,7.8,234207,1826814.5999999999,No
Walk the Line,Drama,7.8,234207,1826814.5999999999,No
Walk the Line,Music,7.8,234207,1826814.5999999999,No
Ondskan,Drama,7.8,35682,278319.6,No
The Notebook,Drama,7.8,520284,4058215.1999999997,No
The Notebook,Romance,7.8,520284,4058215.1999999997,No
Diarios de motocicleta,Adventure,7.8,96703,754283.4,No
Diarios de motocicleta,Biography,7.8,96703,754283.4,No
Diarios de motocicleta,Drama,7.8,96703,754283.4,No
Lilja 4-ever,Crime,7.8,42673,332849.39999999997,No
Lilja 4-ever,Drama,7.8,42673,332849.39999999997,No
Les triplettes de Belleville,Animation,7.8,50622,394851.6,No
Les triplettes de Belleville,Comedy,7.8,50622,394851.6,No
Les triplettes de Belleville,Drama,7.8,50622,394851.6,No
Gongdong gyeongbi guyeok JSA,Action,7.8,26518,206840.4,No
Gongdong gyeongbi guyeok JSA,Drama,7.8,26518,206840.4,No
Gongdong gyeongbi guyeok JSA,Thriller,7.8,26518,206840.4,No
The Count of Monte Cristo,Action,7.8,129022,1006371.6,No
The Count of Monte Cristo,Adventure,7.8,129022,1006371.6,No
The Count of Monte Cristo,Drama,7.8,129022,1006371.6,No
Waking Life,Animation,7.8,60684,473335.2,No
Waking Life,Drama,7.8,60684,473335.2,No
Waking Life,Fantasy,7.8,60684,473335.2,No
Remember the Titans,Biography,7.8,198089,1545094.2,No
Remember the Titans,Drama,7.8,198089,1545094.2,No
Remember the Titans,Sport,7.8,198089,1545094.2,No
Wo hu cang long,Action,7.8,253228,1975178.4,No
Wo hu cang long,Adventure,7.8,253228,1975178.4,No
Wo hu cang long,Fantasy,7.8,253228,1975178.4,No
Todo sobre mi madre,Drama,7.8,89058,694652.4,No
Cast Away,Adventure,7.8,524235,4089033.0,No
Cast Away,Drama,7.8,524235,4089033.0,No
Cast Away,Romance,7.8,524235,4089033.0,No
The Boondock Saints,Action,7.8,227143,1771715.4,No
The Boondock Saints,Crime,7.8,227143,1771715.4,No
The Boondock Saints,Thriller,7.8,227143,1771715.4,No
The Insider,Biography,7.8,159886,1247110.8,No
The Insider,Drama,7.8,159886,1247110.8,No
The Insider,Thriller,7.8,159886,1247110.8,No
October Sky,Biography,7.8,82855,646269.0,No
October Sky,Drama,7.8,82855,646269.0,No
October Sky,Family,7.8,82855,646269.0,No
Shrek,Animation,7.8,613941,4788739.8,No
Shrek,Adventure,7.8,613941,4788739.8,No
Shrek,Comedy,7.8,613941,4788739.8,No
Titanic,Drama,7.8,1046089,8159494.2,No
Titanic,Romance,7.8,1046089,8159494.2,No
Hana-bi,Crime,7.8,27712,216153.6,No
Hana-bi,Drama,7.8,27712,216153.6,No
Hana-bi,Romance,7.8,27712,216153.6,No
Gattaca,Drama,7.8,280845,2190591.0,No
Gattaca,Sci-Fi,7.8,280845,2190591.0,No
Gattaca,Thriller,7.8,280845,2190591.0,No
The Game,Action,7.8,345096,2691748.8,No
The Game,Drama,7.8,345096,2691748.8,No
The Game,Mystery,7.8,345096,2691748.8,No
Breaking the Waves,Drama,7.8,62428,486938.39999999997,No
Ed Wood,Biography,7.8,164937,1286508.5999999999,No
Ed Wood,Comedy,7.8,164937,1286508.5999999999,No
Ed Wood,Drama,7.8,164937,1286508.5999999999,No
What's Eating Gilbert Grape,Drama,7.8,215034,1677265.2,No
Tombstone,Action,7.8,126871,989593.7999999999,No
Tombstone,Biography,7.8,126871,989593.7999999999,No
Tombstone,Drama,7.8,126871,989593.7999999999,No
The Sandlot,Comedy,7.8,78963,615911.4,No
The Sandlot,Drama,7.8,78963,615911.4,No
The Sandlot,Family,7.8,78963,615911.4,No
The Remains of the Day,Drama,7.8,66065,515307.0,No
The Remains of the Day,Romance,7.8,66065,515307.0,No
Naked,Comedy,7.8,34635,270153.0,No
Naked,Drama,7.8,34635,270153.0,No
The Fugitive,Action,7.8,267684,2087935.2,No
The Fugitive,Crime,7.8,267684,2087935.2,No
The Fugitive,Drama,7.8,267684,2087935.2,No
A Bronx Tale,Crime,7.8,128171,999733.7999999999,No
A Bronx Tale,Drama,7.8,128171,999733.7999999999,No
A Bronx Tale,Romance,7.8,128171,999733.7999999999,No
Batman: Mask of the Phantasm,Animation,7.8,43690,340782.0,No
Batman: Mask of the Phantasm,Action,7.8,43690,340782.0,No
Batman: Mask of the Phantasm,Crime,7.8,43690,340782.0,No
Lat sau san taam,Action,7.8,46700,364260.0,No
Lat sau san taam,Crime,7.8,46700,364260.0,No
Lat sau san taam,Thriller,7.8,46700,364260.0,No
Night on Earth,Comedy,7.8,55362,431823.6,No
Night on Earth,Drama,7.8,55362,431823.6,No
La double vie de Véronique,Drama,7.8,42376,330532.8,No
La double vie de Véronique,Fantasy,7.8,42376,330532.8,No
La double vie de Véronique,Music,7.8,42376,330532.8,No
Boyz n the Hood,Crime,7.8,126082,983439.6,No
Boyz n the Hood,Drama,7.8,126082,983439.6,No
Misery,Drama,7.8,184740,1440972.0,No
Misery,Thriller,7.8,184740,1440972.0,No
Awakenings,Biography,7.8,125276,977152.7999999999,No
Awakenings,Drama,7.8,125276,977152.7999999999,No
Majo no takkyûbin,Animation,7.8,124193,968705.4,No
Majo no takkyûbin,Adventure,7.8,124193,968705.4,No
Majo no takkyûbin,Drama,7.8,124193,968705.4,No
Glory,Biography,7.8,122779,957676.2,No
Glory,Drama,7.8,122779,957676.2,No
Glory,History,7.8,122779,957676.2,No
Dip huet seung hung,Action,7.8,45624,355867.2,No
Dip huet seung hung,Crime,7.8,45624,355867.2,No
Dip huet seung hung,Drama,7.8,45624,355867.2,No
Back to the Future Part II,Adventure,7.8,481918,3758960.4,No
Back to the Future Part II,Comedy,7.8,481918,3758960.4,No
Back to the Future Part II,Sci-Fi,7.8,481918,3758960.4,No
Mississippi Burning,Crime,7.8,88214,688069.2,No
Mississippi Burning,Drama,7.8,88214,688069.2,No
Mississippi Burning,History,7.8,88214,688069.2,No
Predator,Action,7.8,371387,2896818.6,No
Predator,Adventure,7.8,371387,2896818.6,No
Predator,Sci-Fi,7.8,371387,2896818.6,No
Evil Dead II,Action,7.8,148359,1157200.2,No
Evil Dead II,Comedy,7.8,148359,1157200.2,No
Evil Dead II,Fantasy,7.8,148359,1157200.2,No
Ferris Bueller's Day Off,Comedy,7.8,321382,2506779.6,No
Down by Law,Comedy,7.8,47834,373105.2,No
Down by Law,Crime,7.8,47834,373105.2,No
Down by Law,Drama,7.8,47834,373105.2,No
The Goonies,Adventure,7.8,244430,1906554.0,No
The Goonies,Comedy,7.8,244430,1906554.0,No
The Goonies,Family,7.8,244430,1906554.0,No
The Color Purple,Drama,7.8,78321,610903.7999999999,No
The Breakfast Club,Comedy,7.8,357026,2784802.8,No
The Breakfast Club,Drama,7.8,357026,2784802.8,No
The Killing Fields,Biography,7.8,51585,402363.0,No
The Killing Fields,Drama,7.8,51585,402363.0,No
The Killing Fields,History,7.8,51585,402363.0,No
Ghostbusters,Action,7.8,355413,2772221.4,No
Ghostbusters,Comedy,7.8,355413,2772221.4,No
Ghostbusters,Fantasy,7.8,355413,2772221.4,No
The Right Stuff,Adventure,7.8,56235,438633.0,No
The Right Stuff,Biography,7.8,56235,438633.0,No
The Right Stuff,Drama,7.8,56235,438633.0,No
The King of Comedy,Comedy,7.8,88511,690385.7999999999,No
The King of Comedy,Crime,7.8,88511,690385.7999999999,No
The King of Comedy,Drama,7.8,88511,690385.7999999999,No
E.T. the Extra-Terrestrial,Family,7.8,372490,2905422.0,No
E.T. the Extra-Terrestrial,Sci-Fi,7.8,372490,2905422.0,No
Kramer vs. Kramer,Drama,7.8,133351,1040137.7999999999,No
Days of Heaven,Drama,7.8,52852,412245.6,No
Days of Heaven,Romance,7.8,52852,412245.6,No
The Outlaw Josey Wales,Western,7.8,65659,512140.2,No
The Man Who Would Be King,Adventure,7.8,44917,350352.6,No
The Man Who Would Be King,History,7.8,44917,350352.6,No
The Man Who Would Be King,War,7.8,44917,350352.6,No
The Conversation,Drama,7.8,98611,769165.7999999999,No
The Conversation,Mystery,7.8,98611,769165.7999999999,No
The Conversation,Thriller,7.8,98611,769165.7999999999,No
La planète sauvage,Animation,7.8,25229,196786.19999999998,No
La planète sauvage,Sci-Fi,7.8,25229,196786.19999999998,No
The Day of the Jackal,Crime,7.8,37445,292071.0,No
The Day of the Jackal,Drama,7.8,37445,292071.0,No
The Day of the Jackal,Thriller,7.8,37445,292071.0,No
Badlands,Action,7.8,66009,514870.2,No
Badlands,Crime,7.8,66009,514870.2,No
Badlands,Drama,7.8,66009,514870.2,No
Cabaret,Drama,7.8,48334,377005.2,No
Cabaret,Music,7.8,48334,377005.2,No
Cabaret,Musical,7.8,48334,377005.2,No
Willy Wonka & the Chocolate Factory,Family,7.8,178731,1394101.8,No
Willy Wonka & the Chocolate Factory,Fantasy,7.8,178731,1394101.8,No
Willy Wonka & the Chocolate Factory,Musical,7.8,178731,1394101.8,No
Midnight Cowboy,Drama,7.8,101124,788767.2,No
Wait Until Dark,Thriller,7.8,27733,216317.4,No
Guess Who's Coming to Dinner,Comedy,7.8,39642,309207.6,No
Guess Who's Coming to Dinner,Drama,7.8,39642,309207.6,No
Bonnie and Clyde,Action,7.8,102415,798837.0,No
Bonnie and Clyde,Biography,7.8,102415,798837.0,No
Bonnie and Clyde,Crime,7.8,102415,798837.0,No
My Fair Lady,Drama,7.8,86525,674895.0,No
My Fair Lady,Family,7.8,86525,674895.0,No
My Fair Lady,Musical,7.8,86525,674895.0,No
Mary Poppins,Comedy,7.8,158029,1232626.2,No
Mary Poppins,Family,7.8,158029,1232626.2,No
Mary Poppins,Fantasy,7.8,158029,1232626.2,No
The Longest Day,Action,7.8,52141,406699.8,No
The Longest Day,Drama,7.8,52141,406699.8,No
The Longest Day,History,7.8,52141,406699.8,No
Jules et Jim,Drama,7.8,37605,293319.0,No
Jules et Jim,Romance,7.8,37605,293319.0,No
The Innocents,Horror,7.8,27007,210654.6,No
À bout de souffle,Crime,7.8,73251,571357.7999999999,No
À bout de souffle,Drama,7.8,73251,571357.7999999999,No
Red River,Action,7.8,28167,219702.6,No
Red River,Adventure,7.8,28167,219702.6,No
Red River,Drama,7.8,28167,219702.6,No
Key Largo,Action,7.8,36995,288561.0,No
Key Largo,Crime,7.8,36995,288561.0,No
Key Largo,Drama,7.8,36995,288561.0,No
To Have and Have Not,Adventure,7.8,31053,242213.4,No
To Have and Have Not,Comedy,7.8,31053,242213.4,No
To Have and Have Not,Film-Noir,7.8,31053,242213.4,No
Shadow of a Doubt,Film-Noir,7.8,59556,464536.8,No
Shadow of a Doubt,Thriller,7.8,59556,464536.8,No
Stagecoach,Adventure,7.8,43621,340243.8,No
Stagecoach,Drama,7.8,43621,340243.8,No
Stagecoach,Western,7.8,43621,340243.8,No
The Lady Vanishes,Mystery,7.8,47400,369720.0,No
The Lady Vanishes,Thriller,7.8,47400,369720.0,No
Bringing Up Baby,Comedy,7.8,55163,430271.39999999997,No
Bringing Up Baby,Family,7.8,55163,430271.39999999997,No
Bringing Up Baby,Romance,7.8,55163,430271.39999999997,No
Bride of Frankenstein,Drama,7.8,43542,339627.6,No
Bride of Frankenstein,Horror,7.8,43542,339627.6,No
Bride of Frankenstein,Sci-Fi,7.8,43542,339627.6,No
Duck Soup,Comedy,7.8,55581,433531.8,No
Duck Soup,Musical,7.8,55581,433531.8,No
Duck Soup,War,7.8,55581,433531.8,No
Scarface: The Shame of the Nation,Action,7.8,25312,197433.6,No
Scarface: The Shame of the Nation,Crime,7.8,25312,197433.6,No
Scarface: The Shame of the Nation,Drama,7.8,25312,197433.6,No
Frankenstein,Drama,7.8,65341,509659.8,No
Frankenstein,Horror,7.8,65341,509659.8,No
Frankenstein,Sci-Fi,7.8,65341,509659.8,No
Roma,Drama,7.7,140375,1080887.5,No
God's Own Country,Drama,7.7,25198,194024.6,No
God's Own Country,Romance,7.7,25198,194024.6,No
Deadpool 2,Action,7.7,478586,3685112.2,No
Deadpool 2,Adventure,7.7,478586,3685112.2,No
Deadpool 2,Comedy,7.7,478586,3685112.2,No
Wind River,Crime,7.7,205444,1581918.8,No
Wind River,Drama,7.7,205444,1581918.8,No
Wind River,Mystery,7.7,205444,1581918.8,No
Get Out,Horror,7.7,492851,3794952.7,No
Get Out,Mystery,7.7,492851,3794952.7,No
Get Out,Thriller,7.7,492851,3794952.7,No
Mission: Impossible - Fallout,Action,7.7,291257,2242678.9,No
Mission: Impossible - Fallout,Adventure,7.7,291257,2242678.9,No
Mission: Impossible - Fallout,Thriller,7.7,291257,2242678.9,No
En man som heter Ove,Comedy,7.7,47444,365318.8,No
En man som heter Ove,Drama,7.7,47444,365318.8,No
En man som heter Ove,Romance,7.7,47444,365318.8,No
What We Do in the Shadows,Comedy,7.7,157498,1212734.6,No
What We Do in the Shadows,Horror,7.7,157498,1212734.6,No
Omoide no Mânî,Animation,7.7,32798,252544.6,No
Omoide no Mânî,Drama,7.7,32798,252544.6,No
Omoide no Mânî,Family,7.7,32798,252544.6,No
The Theory of Everything,Biography,7.7,404182,3112201.4,No
The Theory of Everything,Drama,7.7,404182,3112201.4,No
The Theory of Everything,Romance,7.7,404182,3112201.4,No
Kingsman: The Secret Service,Action,7.7,590440,4546388.0,No
Kingsman: The Secret Service,Adventure,7.7,590440,4546388.0,No
Kingsman: The Secret Service,Comedy,7.7,590440,4546388.0,No
The Fault in Our Stars,Drama,7.7,344312,2651202.4,No
The Fault in Our Stars,Romance,7.7,344312,2651202.4,No
Me and Earl and the Dying Girl,Comedy,7.7,123210,948717.0,No
Me and Earl and the Dying Girl,Drama,7.7,123210,948717.0,No
Birdman or (The Unexpected Virtue of Ignorance),Comedy,7.7,580291,4468240.7,No
Birdman or (The Unexpected Virtue of Ignorance),Drama,7.7,580291,4468240.7,No
La vie d'Adèle,Drama,7.7,138741,1068305.7,No
La vie d'Adèle,Romance,7.7,138741,1068305.7,No
Kai po che!,Drama,7.7,32628,251235.6,No
Kai po che!,Sport,7.7,32628,251235.6,No
The Broken Circle Breakdown,Drama,7.7,39379,303218.3,No
The Broken Circle Breakdown,Music,7.7,39379,303218.3,No
The Broken Circle Breakdown,Romance,7.7,39379,303218.3,No
Captain America: The Winter Soldier,Action,7.7,736182,5668601.4,No
Captain America: The Winter Soldier,Adventure,7.7,736182,5668601.4,No
Captain America: The Winter Soldier,Sci-Fi,7.7,736182,5668601.4,No
Rockstar,Drama,7.7,39501,304157.7,No
Rockstar,Music,7.7,39501,304157.7,No
Rockstar,Musical,7.7,39501,304157.7,No
Nebraska,Adventure,7.7,112298,864694.6,No
Nebraska,Comedy,7.7,112298,864694.6,No
Nebraska,Drama,7.7,112298,864694.6,No
Wreck-It Ralph,Animation,7.7,380195,2927501.5,No
Wreck-It Ralph,Adventure,7.7,380195,2927501.5,No
Wreck-It Ralph,Comedy,7.7,380195,2927501.5,No
Le Petit Prince,Animation,7.7,56720,436744.0,No
Le Petit Prince,Adventure,7.7,56720,436744.0,No
Le Petit Prince,Drama,7.7,56720,436744.0,No
Detachment,Drama,7.7,77071,593446.7000000001,No
Midnight in Paris,Comedy,7.7,388089,2988285.3000000003,No
Midnight in Paris,Fantasy,7.7,388089,2988285.3000000003,No
Midnight in Paris,Romance,7.7,388089,2988285.3000000003,No
The Lego Movie,Animation,7.7,323982,2494661.4,No
The Lego Movie,Action,7.7,323982,2494661.4,No
The Lego Movie,Adventure,7.7,323982,2494661.4,No
Gravity,Drama,7.7,769145,5922416.5,No
Gravity,Sci-Fi,7.7,769145,5922416.5,No
Gravity,Thriller,7.7,769145,5922416.5,No
Star Trek Into Darkness,Action,7.7,463188,3566547.6,No
Star Trek Into Darkness,Adventure,7.7,463188,3566547.6,No
Star Trek Into Darkness,Sci-Fi,7.7,463188,3566547.6,No
Beasts of No Nation,Drama,7.7,73964,569522.8,No
Beasts of No Nation,War,7.7,73964,569522.8,No
The Social Network,Biography,7.7,624982,4812361.4,No
The Social Network,Drama,7.7,624982,4812361.4,No
X: First Class,Action,7.7,645512,4970442.4,No
X: First Class,Adventure,7.7,645512,4970442.4,No
X: First Class,Sci-Fi,7.7,645512,4970442.4,No
The Hangover,Comedy,7.7,717559,5525204.3,No
Skyfall,Action,7.7,630614,4855727.8,No
Skyfall,Adventure,7.7,630614,4855727.8,No
Skyfall,Thriller,7.7,630614,4855727.8,No
Silver Linings Playbook,Comedy,7.7,661871,5096406.7,No
Silver Linings Playbook,Drama,7.7,661871,5096406.7,No
Silver Linings Playbook,Romance,7.7,661871,5096406.7,No
Argo,Biography,7.7,572581,4408873.7,No
Argo,Drama,7.7,572581,4408873.7,No
Argo,Thriller,7.7,572581,4408873.7,No
(500) Days of Summer,Comedy,7.7,472242,3636263.4,No
(500) Days of Summer,Drama,7.7,472242,3636263.4,No
(500) Days of Summer,Romance,7.7,472242,3636263.4,No
Harry Potter and the Deathly Hallows: Part 1,Adventure,7.7,479120,3689224.0,No
Harry Potter and the Deathly Hallows: Part 1,Family,7.7,479120,3689224.0,No
Harry Potter and the Deathly Hallows: Part 1,Fantasy,7.7,479120,3689224.0,No
Gake no ue no Ponyo,Animation,7.7,125317,964940.9,No
Gake no ue no Ponyo,Adventure,7.7,125317,964940.9,No
Gake no ue no Ponyo,Comedy,7.7,125317,964940.9,No
Frost/Nixon,Biography,7.7,103330,795641.0,No
Frost/Nixon,Drama,7.7,103330,795641.0,No
Frost/Nixon,History,7.7,103330,795641.0,No
Papurika,Animation,7.7,71379,549618.3,No
Papurika,Drama,7.7,71379,549618.3,No
Papurika,Fantasy,7.7,71379,549618.3,No
Changeling,Biography,7.7,239203,1841863.1,No
Changeling,Crime,7.7,239203,1841863.1,No
Changeling,Drama,7.7,239203,1841863.1,No
Flipped,Comedy,7.7,81446,627134.2000000001,No
Flipped,Drama,7.7,81446,627134.2000000001,No
Flipped,Romance,7.7,81446,627134.2000000001,No
Toki o kakeru shôjo,Animation,7.7,60368,464833.60000000003,No
Toki o kakeru shôjo,Adventure,7.7,60368,464833.60000000003,No
Toki o kakeru shôjo,Comedy,7.7,60368,464833.60000000003,No
Death Note: Desu nôto,Crime,7.7,28630,220451.0,No
Death Note: Desu nôto,Drama,7.7,28630,220451.0,No
Death Note: Desu nôto,Fantasy,7.7,28630,220451.0,No
This Is England,Crime,7.7,115576,889935.2000000001,No
This Is England,Drama,7.7,115576,889935.2000000001,No
Ex Machina,Drama,7.7,474141,3650885.7,No
Ex Machina,Sci-Fi,7.7,474141,3650885.7,No
Ex Machina,Thriller,7.7,474141,3650885.7,No
Efter brylluppet,Drama,7.7,32001,246407.7,No
The Last King of Scotland,Biography,7.7,175355,1350233.5,No
