Series_Title,Genre,Rating,No_of_Votes,Weighted Rating,Rating Anomalies
Du rififi chez les hommes,Drama,8.2,28810,236241.99999999997,No
Du rififi chez les hommes,Thriller,8.2,28810,236241.99999999997,No
Dial M for Murder,Crime,8.2,158335,1298347.0,No
Dial M for Murder,Thriller,8.2,158335,1298347.0,No
Tôkyô monogatari,Drama,8.2,53153,435854.6,No
Rashômon,Crime,8.2,152572,1251090.4,No
Rashômon,Drama,8.2,152572,1251090.4,No
Rashômon,Mystery,8.2,152572,1251090.4,No
All About Eve,Drama,8.2,120539,988419.7999999999,No
The Treasure of the Sierra Madre,Adventure,8.2,114304,937292.7999999999,No
The Treasure of the Sierra Madre,Drama,8.2,114304,937292.7999999999,No
The Treasure of the Sierra Madre,Western,8.2,114304,937292.7999999999,No
To Be or Not to Be,Comedy,8.2,29915,245302.99999999997,No
To Be or Not to Be,War,8.2,29915,245302.99999999997,No
The Gold Rush,Adventure,8.2,101053,828634.6,No
The Gold Rush,Comedy,8.2,101053,828634.6,No
The Gold Rush,Drama,8.2,101053,828634.6,No
Sherlock Jr.,Action,8.2,41985,344276.99999999994,No
Sherlock Jr.,Comedy,8.2,41985,344276.99999999994,No
Sherlock Jr.,Romance,8.2,41985,344276.99999999994,No
Portrait de la jeune fille en feu,Drama,8.1,63134,511385.39999999997,No
Portrait de la jeune fille en feu,Romance,8.1,63134,511385.39999999997,No
Pink,Drama,8.1,39216,317649.6,No
Pink,Thriller,8.1,39216,317649.6,No
Koe no katachi,Animation,8.1,47708,386434.8,No
Koe no katachi,Drama,8.1,47708,386434.8,No
Koe no katachi,Family,8.1,47708,386434.8,No
Contratiempo,Crime,8.1,141516,1146279.5999999999,No
Contratiempo,Drama,8.1,141516,1146279.5999999999,No
Contratiempo,Mystery,8.1,141516,1146279.5999999999,No
Ah-ga-ssi,Drama,8.1,113649,920556.8999999999,No
Ah-ga-ssi,Romance,8.1,113649,920556.8999999999,No
Ah-ga-ssi,Thriller,8.1,113649,920556.8999999999,No
Mommy,Drama,8.1,50700,410670.0,No
Haider,Action,8.1,50445,408604.5,No
Haider,Crime,8.1,50445,408604.5,No
Haider,Drama,8.1,50445,408604.5,No
Logan,Action,8.1,647884,5247860.399999999,No
Logan,Drama,8.1,647884,5247860.399999999,No
Logan,Sci-Fi,8.1,647884,5247860.399999999,No
Room,Drama,8.1,371538,3009457.8,No
Room,Thriller,8.1,371538,3009457.8,No
Relatos salvajes,Comedy,8.1,177059,1434177.9,No
Relatos salvajes,Drama,8.1,177059,1434177.9,No
Relatos salvajes,Thriller,8.1,177059,1434177.9,No
Soul,Animation,8.1,159171,1289285.0999999999,No
Soul,Adventure,8.1,159171,1289285.0999999999,No
Soul,Comedy,8.1,159171,1289285.0999999999,No
Kis Uykusu,Drama,8.1,46547,377030.7,No
PK,Comedy,8.1,163061,1320794.0999999999,No
PK,Drama,8.1,163061,1320794.0999999999,No
PK,Musical,8.1,163061,1320794.0999999999,No
OMG: Oh My God!,Comedy,8.1,51739,419085.89999999997,No
OMG: Oh My God!,Drama,8.1,51739,419085.89999999997,No
OMG: Oh My God!,Fantasy,8.1,51739,419085.89999999997,No
The Grand Budapest Hotel,Adventure,8.1,707630,5731803.0,No
The Grand Budapest Hotel,Comedy,8.1,707630,5731803.0,No
The Grand Budapest Hotel,Crime,8.1,707630,5731803.0,No
Gone Girl,Drama,8.1,859695,6963529.5,No
Gone Girl,Mystery,8.1,859695,6963529.5,No
Gone Girl,Thriller,8.1,859695,6963529.5,No
Ôkami kodomo no Ame to Yuki,Animation,8.1,38803,314304.3,No
Ôkami kodomo no Ame to Yuki,Drama,8.1,38803,314304.3,No
Ôkami kodomo no Ame to Yuki,Fantasy,8.1,38803,314304.3,No
Hacksaw Ridge,Biography,8.1,435928,3531016.8,No
Hacksaw Ridge,Drama,8.1,435928,3531016.8,No
Hacksaw Ridge,History,8.1,435928,3531016.8,No
Inside Out,Animation,8.1,616228,4991446.8,No
Inside Out,Adventure,8.1,616228,4991446.8,No
Inside Out,Comedy,8.1,616228,4991446.8,No
Barfi!,Comedy,8.1,75721,613340.1,No
Barfi!,Drama,8.1,75721,613340.1,No
Barfi!,Romance,8.1,75721,613340.1,No
12 Years a Slave,Biography,8.1,640533,5188317.3,No
12 Years a Slave,Drama,8.1,640533,5188317.3,No
12 Years a Slave,History,8.1,640533,5188317.3,No
Rush,Action,8.1,432811,3505769.0999999996,No
Rush,Biography,8.1,432811,3505769.0999999996,No
Rush,Drama,8.1,432811,3505769.0999999996,No
Ford v Ferrari,Action,8.1,291289,2359440.9,No
Ford v Ferrari,Biography,8.1,291289,2359440.9,No
Ford v Ferrari,Drama,8.1,291289,2359440.9,No
Spotlight,Biography,8.1,420316,3404559.5999999996,No
Spotlight,Crime,8.1,420316,3404559.5999999996,No
Spotlight,Drama,8.1,420316,3404559.5999999996,No
Song of the Sea,Animation,8.1,51679,418599.89999999997,No
Song of the Sea,Adventure,8.1,51679,418599.89999999997,No
Song of the Sea,Drama,8.1,51679,418599.89999999997,No
Kahaani,Mystery,8.1,57806,468228.6,No
Kahaani,Thriller,8.1,57806,468228.6,No
Zindagi Na Milegi Dobara,Comedy,8.1,67927,550208.7,No
Zindagi Na Milegi Dobara,Drama,8.1,67927,550208.7,No
Prisoners,Crime,8.1,601149,4869306.899999999,No
Prisoners,Drama,8.1,601149,4869306.899999999,No
Prisoners,Mystery,8.1,601149,4869306.899999999,No
Mad Max: Fury Road,Action,8.1,882316,7146759.6,No
Mad Max: Fury Road,Adventure,8.1,882316,7146759.6,No
Mad Max: Fury Road,Sci-Fi,8.1,882316,7146759.6,No
A Wednesday,Action,8.1,73891,598517.1,No
A Wednesday,Crime,8.1,73891,598517.1,No
A Wednesday,Drama,8.1,73891,598517.1,No
Gran Torino,Drama,8.1,720450,5835645.0,No
Harry Potter and the Deathly Hallows: Part 2,Adventure,8.1,764493,6192393.3,No
Harry Potter and the Deathly Hallows: Part 2,Drama,8.1,764493,6192393.3,No
Harry Potter and the Deathly Hallows: Part 2,Fantasy,8.1,764493,6192393.3,No
Okuribito,Drama,8.1,48582,393514.2,No
Okuribito,Music,8.1,48582,393514.2,No
Hachi: A Dog's Tale,Biography,8.1,253575,2053957.5,No
Hachi: A Dog's Tale,Drama,8.1,253575,2053957.5,No
Hachi: A Dog's Tale,Family,8.1,253575,2053957.5,No
Mary and Max,Animation,8.1,164462,1332142.2,No
Mary and Max,Comedy,8.1,164462,1332142.2,No
Mary and Max,Drama,8.1,164462,1332142.2,No
How to Train Your Dragon,Animation,8.1,666773,5400861.3,No
How to Train Your Dragon,Action,8.1,666773,5400861.3,No
How to Train Your Dragon,Adventure,8.1,666773,5400861.3,No
Into the Wild,Adventure,8.1,572921,4640660.1,No
Into the Wild,Biography,8.1,572921,4640660.1,No
Into the Wild,Drama,8.1,572921,4640660.1,No
No Country for Old Men,Crime,8.1,856916,6941019.6,No
No Country for Old Men,Drama,8.1,856916,6941019.6,No
No Country for Old Men,Thriller,8.1,856916,6941019.6,No
Lage Raho Munna Bhai,Comedy,8.1,43137,349409.7,No
Lage Raho Munna Bhai,Drama,8.1,43137,349409.7,No
Lage Raho Munna Bhai,Romance,8.1,43137,349409.7,No
Million Dollar Baby,Drama,8.1,635975,5151397.5,No
Million Dollar Baby,Sport,8.1,635975,5151397.5,No
Hotel Rwanda,Biography,8.1,334320,2707992.0,No
Hotel Rwanda,Drama,8.1,334320,2707992.0,No
Hotel Rwanda,History,8.1,334320,2707992.0,No
Taegukgi hwinalrimyeo,Action,8.1,37820,306342.0,No
Taegukgi hwinalrimyeo,Drama,8.1,37820,306342.0,No
Taegukgi hwinalrimyeo,War,8.1,37820,306342.0,No
Before Sunset,Drama,8.1,236311,1914119.0999999999,No
Before Sunset,Romance,8.1,236311,1914119.0999999999,No
Munna Bhai M.B.B.S.,Comedy,8.1,73992,599335.2,No
Munna Bhai M.B.B.S.,Drama,8.1,73992,599335.2,No
Munna Bhai M.B.B.S.,Musical,8.1,73992,599335.2,No
Salinui chueok,Crime,8.1,139558,1130419.8,No
Salinui chueok,Drama,8.1,139558,1130419.8,No
Salinui chueok,Mystery,8.1,139558,1130419.8,No
Dil Chahta Hai,Comedy,8.1,66803,541104.2999999999,No
Dil Chahta Hai,Drama,8.1,66803,541104.2999999999,No
Dil Chahta Hai,Romance,8.1,66803,541104.2999999999,No
Kill Bill: Vol. 1,Action,8.1,1000639,8105175.899999999,No
Kill Bill: Vol. 1,Crime,8.1,1000639,8105175.899999999,No
Kill Bill: Vol. 1,Drama,8.1,1000639,8105175.899999999,No
Finding Nemo,Animation,8.1,949565,7691476.5,No
Finding Nemo,Adventure,8.1,949565,7691476.5,No
Finding Nemo,Comedy,8.1,949565,7691476.5,No
Catch Me If You Can,Biography,8.1,832846,6746052.6,No
Catch Me If You Can,Crime,8.1,832846,6746052.6,No
Catch Me If You Can,Drama,8.1,832846,6746052.6,No
Amores perros,Drama,8.1,223741,1812302.0999999999,No
Amores perros,Thriller,8.1,223741,1812302.0999999999,No
"Monsters, Inc.",Animation,8.1,815505,6605590.5,No
"Monsters, Inc.",Adventure,8.1,815505,6605590.5,No
"Monsters, Inc.",Comedy,8.1,815505,6605590.5,No
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,8.1,38847,314660.7,No
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Action,8.1,38847,314660.7,No
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Drama,8.1,38847,314660.7,No
Lagaan: Once Upon a Time in India,Adventure,8.1,105036,850791.6,No
Lagaan: Once Upon a Time in India,Drama,8.1,105036,850791.6,No
Lagaan: Once Upon a Time in India,Musical,8.1,105036,850791.6,No
The Sixth Sense,Drama,8.1,911573,7383741.3,No
The Sixth Sense,Mystery,8.1,911573,7383741.3,No
The Sixth Sense,Thriller,8.1,911573,7383741.3,No
La leggenda del pianista sull'oceano,Drama,8.1,59020,478062.0,No
La leggenda del pianista sull'oceano,Music,8.1,59020,478062.0,No
La leggenda del pianista sull'oceano,Romance,8.1,59020,478062.0,No
The Truman Show,Comedy,8.1,939631,7611011.1,No
The Truman Show,Drama,8.1,939631,7611011.1,No
"Crna macka, beli macor",Comedy,8.1,50862,411982.19999999995,No
"Crna macka, beli macor",Crime,8.1,50862,411982.19999999995,No
"Crna macka, beli macor",Romance,8.1,50862,411982.19999999995,No
The Big Lebowski,Comedy,8.1,732620,5934222.0,No
The Big Lebowski,Crime,8.1,732620,5934222.0,No
The Big Lebowski,Sport,8.1,732620,5934222.0,No
Fa yeung nin wah,Drama,8.1,124383,1007502.2999999999,No
Fa yeung nin wah,Romance,8.1,124383,1007502.2999999999,No
Trainspotting,Drama,8.1,634716,5141199.6,No
Fargo,Crime,8.1,617444,5001296.399999999,No
Fargo,Drama,8.1,617444,5001296.399999999,No
Fargo,Thriller,8.1,617444,5001296.399999999,No
Underground,Comedy,8.1,55220,447282.0,No
Underground,Drama,8.1,55220,447282.0,No
Underground,War,8.1,55220,447282.0,No
La haine,Crime,8.1,150345,1217794.5,No
La haine,Drama,8.1,150345,1217794.5,No
Dilwale Dulhania Le Jayenge,Drama,8.1,63516,514479.6,No
Dilwale Dulhania Le Jayenge,Romance,8.1,63516,514479.6,No
Before Sunrise,Drama,8.1,272291,2205557.1,No
Before Sunrise,Romance,8.1,272291,2205557.1,No
Trois couleurs: Rouge,Drama,8.1,90729,734904.9,No
Trois couleurs: Rouge,Mystery,8.1,90729,734904.9,No
Trois couleurs: Rouge,Romance,8.1,90729,734904.9,No
Chung Hing sam lam,Comedy,8.1,63122,511288.19999999995,No
Chung Hing sam lam,Crime,8.1,63122,511288.19999999995,No
Chung Hing sam lam,Drama,8.1,63122,511288.19999999995,No
Jurassic Park,Action,8.1,867615,7027681.5,No
Jurassic Park,Adventure,8.1,867615,7027681.5,No
Jurassic Park,Sci-Fi,8.1,867615,7027681.5,No
In the Name of the Father,Biography,8.1,156842,1270420.2,No
In the Name of the Father,Crime,8.1,156842,1270420.2,No
In the Name of the Father,Drama,8.1,156842,1270420.2,No
Ba wang bie ji,Drama,8.1,25088,203212.8,No
Ba wang bie ji,Music,8.1,25088,203212.8,No
Ba wang bie ji,Romance,8.1,25088,203212.8,No
Dà hóng denglong gaogao guà,Drama,8.1,29662,240262.19999999998,No
Dà hóng denglong gaogao guà,History,8.1,29662,240262.19999999998,No
Dà hóng denglong gaogao guà,Romance,8.1,29662,240262.19999999998,No
Dead Poets Society,Comedy,8.1,425457,3446201.6999999997,No
Dead Poets Society,Drama,8.1,425457,3446201.6999999997,No
Stand by Me,Adventure,8.1,363401,2943548.1,No
Stand by Me,Drama,8.1,363401,2943548.1,No
Platoon,Drama,8.1,381222,3087898.1999999997,No
Platoon,War,8.1,381222,3087898.1999999997,No
"Paris, Texas",Drama,8.1,91188,738622.7999999999,No
Kaze no tani no Naushika,Animation,8.1,150924,1222484.4,No
Kaze no tani no Naushika,Adventure,8.1,150924,1222484.4,No
Kaze no tani no Naushika,Fantasy,8.1,150924,1222484.4,No
The Thing,Horror,8.1,371271,3007295.1,No
The Thing,Mystery,8.1,371271,3007295.1,No
The Thing,Sci-Fi,8.1,371271,3007295.1,No
Pink Floyd: The Wall,Drama,8.1,76081,616256.1,No
Pink Floyd: The Wall,Fantasy,8.1,76081,616256.1,No
Pink Floyd: The Wall,Music,8.1,76081,616256.1,No
Fitzcarraldo,Adventure,8.1,31595,255919.5,No
Fitzcarraldo,Drama,8.1,31595,255919.5,No
Fanny och Alexander,Drama,8.1,57784,468050.39999999997,No
Blade Runner,Action,8.1,693827,5619998.7,No
Blade Runner,Sci-Fi,8.1,693827,5619998.7,No
Blade Runner,Thriller,8.1,693827,5619998.7,No
The Elephant Man,Biography,8.1,220078,1782631.7999999998,No
The Elephant Man,Drama,8.1,220078,1782631.7999999998,No
Life of Brian,Comedy,8.1,367250,2974725.0,No
The Deer Hunter,Drama,8.1,311361,2522024.1,No
The Deer Hunter,War,8.1,311361,2522024.1,No
Rocky,Drama,8.1,518546,4200222.6,No
Rocky,Sport,8.1,518546,4200222.6,No
Network,Drama,8.1,144911,1173779.0999999999,No
Barry Lyndon,Adventure,8.1,149843,1213728.3,No
Barry Lyndon,Drama,8.1,149843,1213728.3,No
Barry Lyndon,History,8.1,149843,1213728.3,No
Zerkalo,Biography,8.1,40081,324656.1,No
Zerkalo,Drama,8.1,40081,324656.1,No
Chinatown,Drama,8.1,294230,2383263.0,No
Chinatown,Mystery,8.1,294230,2383263.0,No
Chinatown,Thriller,8.1,294230,2383263.0,No
Paper Moon,Comedy,8.1,42285,342508.5,No
Paper Moon,Crime,8.1,42285,342508.5,No
Paper Moon,Drama,8.1,42285,342508.5,No
Viskningar och rop,Drama,8.1,30206,244668.59999999998,No
Solaris,Drama,8.1,81021,656270.1,No
Solaris,Mystery,8.1,81021,656270.1,No
Solaris,Sci-Fi,8.1,81021,656270.1,No
Le samouraï,Crime,8.1,45434,368015.39999999997,No
Le samouraï,Drama,8.1,45434,368015.39999999997,No
Le samouraï,Mystery,8.1,45434,368015.39999999997,No
Cool Hand Luke,Crime,8.1,161984,1312070.4,No
Cool Hand Luke,Drama,8.1,161984,1312070.4,No
Persona,Drama,8.1,103191,835847.1,No
Persona,Thriller,8.1,103191,835847.1,No
Andrei Rublev,Biography,8.1,46947,380270.7,No
Andrei Rublev,Drama,8.1,46947,380270.7,No
Andrei Rublev,History,8.1,46947,380270.7,No
La battaglia di Algeri,Drama,8.1,53089,430020.89999999997,No
La battaglia di Algeri,War,8.1,53089,430020.89999999997,No
El ángel exterminador,Drama,8.1,29682,240424.19999999998,No
El ángel exterminador,Fantasy,8.1,29682,240424.19999999998,No
What Ever Happened to Baby Jane?,Drama,8.1,50058,405469.8,No
What Ever Happened to Baby Jane?,Horror,8.1,50058,405469.8,No
What Ever Happened to Baby Jane?,Thriller,8.1,50058,405469.8,No
Sanjuro,Action,8.1,33044,267656.39999999997,No
Sanjuro,Comedy,8.1,33044,267656.39999999997,No
Sanjuro,Crime,8.1,33044,267656.39999999997,No
The Man Who Shot Liberty Valance,Drama,8.1,68827,557498.7,No
The Man Who Shot Liberty Valance,Western,8.1,68827,557498.7,No
Ivanovo detstvo,Drama,8.1,31728,256996.8,No
Ivanovo detstvo,War,8.1,31728,256996.8,No
Jungfrukällan,Drama,8.1,26697,216245.69999999998,No
Inherit the Wind,Biography,8.1,27254,220757.4,No
Inherit the Wind,Drama,8.1,27254,220757.4,No
Inherit the Wind,History,8.1,27254,220757.4,No
Les quatre cents coups,Crime,8.1,105291,852857.1,No
Les quatre cents coups,Drama,8.1,105291,852857.1,No
Ben-Hur,Adventure,8.1,219466,1777674.5999999999,No
Ben-Hur,Drama,8.1,219466,1777674.5999999999,No
Ben-Hur,History,8.1,219466,1777674.5999999999,No
Kakushi-toride no san-akunin,Adventure,8.1,34797,281855.7,No
Kakushi-toride no san-akunin,Drama,8.1,34797,281855.7,No
Le notti di Cabiria,Drama,8.1,42940,347814.0,No
Kumonosu-jô,Drama,8.1,46678,378091.8,No
Kumonosu-jô,History,8.1,46678,378091.8,No
The Bridge on the River Kwai,Adventure,8.1,203463,1648050.2999999998,No
The Bridge on the River Kwai,Drama,8.1,203463,1648050.2999999998,No
The Bridge on the River Kwai,War,8.1,203463,1648050.2999999998,No
On the Waterfront,Crime,8.1,142107,1151066.7,No
On the Waterfront,Drama,8.1,142107,1151066.7,No
On the Waterfront,Thriller,8.1,142107,1151066.7,No
Le salaire de la peur,Adventure,8.1,54588,442162.8,No
Le salaire de la peur,Drama,8.1,54588,442162.8,No
Le salaire de la peur,Thriller,8.1,54588,442162.8,No
Ace in the Hole,Drama,8.1,31568,255700.8,No
Ace in the Hole,Film-Noir,8.1,31568,255700.8,No
White Heat,Action,8.1,29807,241436.69999999998,No
White Heat,Crime,8.1,29807,241436.69999999998,No
White Heat,Drama,8.1,29807,241436.69999999998,No
The Third Man,Film-Noir,8.1,158731,1285721.0999999999,No
The Third Man,Mystery,8.1,158731,1285721.0999999999,No
The Third Man,Thriller,8.1,158731,1285721.0999999999,No
The Red Shoes,Drama,8.1,30935,250573.5,No
The Red Shoes,Music,8.1,30935,250573.5,No
The Red Shoes,Romance,8.1,30935,250573.5,No
The Shop Around the Corner,Comedy,8.1,28450,230445.0,No
The Shop Around the Corner,Drama,8.1,28450,230445.0,No
The Shop Around the Corner,Romance,8.1,28450,230445.0,No
Rebecca,Drama,8.1,123942,1003930.2,No
Rebecca,Mystery,8.1,123942,1003930.2,No
Rebecca,Romance,8.1,123942,1003930.2,No
Mr. Smith Goes to Washington,Comedy,8.1,107017,866837.7,No
Mr. Smith Goes to Washington,Drama,8.1,107017,866837.7,No
Gone with the Wind,Drama,8.1,290074,2349599.4,No
Gone with the Wind,History,8.1,290074,2349599.4,No
Gone with the Wind,Romance,8.1,290074,2349599.4,No
La Grande Illusion,Drama,8.1,33829,274014.89999999997,No
La Grande Illusion,War,8.1,33829,274014.89999999997,No
It Happened One Night,Comedy,8.1,94016,761529.6,No
It Happened One Night,Romance,8.1,94016,761529.6,No
La passion de Jeanne d'Arc,Biography,8.1,47676,386175.6,No
La passion de Jeanne d'Arc,Drama,8.1,47676,386175.6,No
La passion de Jeanne d'Arc,History,8.1,47676,386175.6,No
The Circus,Comedy,8.1,30205,244660.5,No
The Circus,Romance,8.1,30205,244660.5,No
Sunrise: A Song of Two Humans,Drama,8.1,46865,379606.5,No
Sunrise: A Song of Two Humans,Romance,8.1,46865,379606.5,No
The General,Action,8.1,81156,657363.6,No
The General,Adventure,8.1,81156,657363.6,No
The General,Comedy,8.1,81156,657363.6,No
Das Cabinet des Dr. Caligari,Fantasy,8.1,57428,465166.8,No
Das Cabinet des Dr. Caligari,Horror,8.1,57428,465166.8,No
Das Cabinet des Dr. Caligari,Mystery,8.1,57428,465166.8,No
Badhaai ho,Comedy,8.0,27978,223824.0,No
Badhaai ho,Drama,8.0,27978,223824.0,No
Togo,Adventure,8.0,37556,300448.0,No
Togo,Biography,8.0,37556,300448.0,No
Togo,Drama,8.0,37556,300448.0,No
Airlift,Drama,8.0,52897,423176.0,No
Airlift,History,8.0,52897,423176.0,No
Bajrangi Bhaijaan,Action,8.0,72245,577960.0,No
Bajrangi Bhaijaan,Adventure,8.0,72245,577960.0,No
Bajrangi Bhaijaan,Comedy,8.0,72245,577960.0,No
Baby,Action,8.0,52848,422784.0,No
Baby,Crime,8.0,52848,422784.0,No
Baby,Thriller,8.0,52848,422784.0,No
La La Land,Comedy,8.0,505918,4047344.0,No
La La Land,Drama,8.0,505918,4047344.0,No
La La Land,Music,8.0,505918,4047344.0,No
Lion,Biography,8.0,213970,1711760.0,No
Lion,Drama,8.0,213970,1711760.0,No
The Martian,Adventure,8.0,760094,6080752.0,No
The Martian,Drama,8.0,760094,6080752.0,No
The Martian,Sci-Fi,8.0,760094,6080752.0,No
Zootopia,Animation,8.0,434143,3473144.0,No
Zootopia,Adventure,8.0,434143,3473144.0,No
Zootopia,Comedy,8.0,434143,3473144.0,No
Bãhubali: The Beginning,Action,8.0,102972,823776.0,No
Bãhubali: The Beginning,Drama,8.0,102972,823776.0,No
Kaguyahime no monogatari,Animation,8.0,38746,309968.0,No
Kaguyahime no monogatari,Adventure,8.0,38746,309968.0,No
Kaguyahime no monogatari,Drama,8.0,38746,309968.0,No
Wonder,Drama,8.0,141923,1135384.0,No
Wonder,Family,8.0,141923,1135384.0,No
Gully Boy,Drama,8.0,31886,255088.0,No
Gully Boy,Music,8.0,31886,255088.0,No
Gully Boy,Romance,8.0,31886,255088.0,No
Special Chabbis,Crime,8.0,51069,408552.0,No
Special Chabbis,Drama,8.0,51069,408552.0,No
Special Chabbis,Thriller,8.0,51069,408552.0,No
Short Term 12,Drama,8.0,81770,654160.0,No
Serbuan maut 2: Berandal,Action,8.0,114316,914528.0,No
Serbuan maut 2: Berandal,Crime,8.0,114316,914528.0,No
Serbuan maut 2: Berandal,Thriller,8.0,114316,914528.0,No
The Imitation Game,Biography,8.0,685201,5481608.0,No
The Imitation Game,Drama,8.0,685201,5481608.0,No
The Imitation Game,Thriller,8.0,685201,5481608.0,No
Guardians of the Galaxy,Action,8.0,1043455,8347640.0,No
Guardians of the Galaxy,Adventure,8.0,1043455,8347640.0,No
Guardians of the Galaxy,Comedy,8.0,1043455,8347640.0,No
Blade Runner 2049,Action,8.0,461823,3694584.0,No
Blade Runner 2049,Drama,8.0,461823,3694584.0,No
Blade Runner 2049,Mystery,8.0,461823,3694584.0,No
Her,Drama,8.0,540772,4326176.0,No
Her,Romance,8.0,540772,4326176.0,No
Her,Sci-Fi,8.0,540772,4326176.0,No
Bohemian Rhapsody,Biography,8.0,450349,3602792.0,No
Bohemian Rhapsody,Drama,8.0,450349,3602792.0,No
Bohemian Rhapsody,Music,8.0,450349,3602792.0,No
The Revenant,Action,8.0,705589,5644712.0,No
The Revenant,Adventure,8.0,705589,5644712.0,No
The Revenant,Drama,8.0,705589,5644712.0,No
The Perks of Being a Wallflower,Drama,8.0,462252,3698016.0,No
The Perks of Being a Wallflower,Romance,8.0,462252,3698016.0,No
Tropa de Elite 2: O Inimigo Agora é Outro,Action,8.0,79200,633600.0,No
Tropa de Elite 2: O Inimigo Agora é Outro,Crime,8.0,79200,633600.0,No
Tropa de Elite 2: O Inimigo Agora é Outro,Drama,8.0,79200,633600.0,No
The King's Speech,Biography,8.0,639603,5116824.0,No
The King's Speech,Drama,8.0,639603,5116824.0,No
The King's Speech,History,8.0,639603,5116824.0,No
The Help,Drama,8.0,428521,3428168.0,No
Deadpool,Action,8.0,902669,7221352.0,No
Deadpool,Adventure,8.0,902669,7221352.0,No
Deadpool,Comedy,8.0,902669,7221352.0,No
Darbareye Elly,Drama,8.0,45803,366424.0,No
Darbareye Elly,Mystery,8.0,45803,366424.0,No
Dev.D,Drama,8.0,28749,229992.0,No
Dev.D,Romance,8.0,28749,229992.0,No
Yip Man,Action,8.0,211427,1691416.0,No
Yip Man,Biography,8.0,211427,1691416.0,No
Yip Man,Drama,8.0,211427,1691416.0,No
My Name Is Khan,Drama,8.0,98575,788600.0,No
Nefes: Vatan Sagolsun,Action,8.0,31838,254704.0,No
Nefes: Vatan Sagolsun,Drama,8.0,31838,254704.0,No
Nefes: Vatan Sagolsun,Thriller,8.0,31838,254704.0,No
Slumdog Millionaire,Drama,8.0,798882,6391056.0,No
Slumdog Millionaire,Romance,8.0,798882,6391056.0,No
Black Swan,Drama,8.0,699673,5597384.0,No
Black Swan,Thriller,8.0,699673,5597384.0,No
Tropa de Elite,Action,8.0,98097,784776.0,No
Tropa de Elite,Crime,8.0,98097,784776.0,No
Tropa de Elite,Drama,8.0,98097,784776.0,No
The Avengers,Action,8.0,1260806,10086448.0,No
The Avengers,Adventure,8.0,1260806,10086448.0,No
The Avengers,Sci-Fi,8.0,1260806,10086448.0,No
Persepolis,Animation,8.0,88656,709248.0,No
Persepolis,Biography,8.0,88656,709248.0,No
Persepolis,Drama,8.0,88656,709248.0,No
Dallas Buyers Club,Biography,8.0,441614,3532912.0,No
Dallas Buyers Club,Drama,8.0,441614,3532912.0,No
The Pursuit of Happyness,Biography,8.0,448930,3591440.0,No
The Pursuit of Happyness,Drama,8.0,448930,3591440.0,No
Blood Diamond,Adventure,8.0,499439,3995512.0,No
Blood Diamond,Drama,8.0,499439,3995512.0,No
Blood Diamond,Thriller,8.0,499439,3995512.0,No
The Bourne Ultimatum,Action,8.0,604694,4837552.0,No
The Bourne Ultimatum,Mystery,8.0,604694,4837552.0,No
The Bourne Ultimatum,Thriller,8.0,604694,4837552.0,No
Bin-jip,Crime,8.0,50610,404880.0,No
Bin-jip,Drama,8.0,50610,404880.0,No
Bin-jip,Romance,8.0,50610,404880.0,No
Sin City,Crime,8.0,738512,5908096.0,No
Sin City,Thriller,8.0,738512,5908096.0,No
Le scaphandre et le papillon,Biography,8.0,103284,826272.0,No
Le scaphandre et le papillon,Drama,8.0,103284,826272.0,No
G.O.R.A.,Adventure,8.0,56960,455680.0,No
G.O.R.A.,Comedy,8.0,56960,455680.0,No
G.O.R.A.,Sci-Fi,8.0,56960,455680.0,No
Ratatouille,Animation,8.0,641645,5133160.0,No
Ratatouille,Adventure,8.0,641645,5133160.0,No
Ratatouille,Comedy,8.0,641645,5133160.0,No
Casino Royale,Action,8.0,582239,4657912.0,No
Casino Royale,Adventure,8.0,582239,4657912.0,No
Casino Royale,Thriller,8.0,582239,4657912.0,No
Kill Bill: Vol. 2,Action,8.0,683900,5471200.0,No
Kill Bill: Vol. 2,Crime,8.0,683900,5471200.0,No
Kill Bill: Vol. 2,Thriller,8.0,683900,5471200.0,No
Vozvrashchenie,Drama,8.0,42399,339192.0,No
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,Drama,8.0,77520,620160.0,No
Bom Yeoareum Gaeul Gyeoul Geurigo Bom,Romance,8.0,77520,620160.0,No
Mar adentro,Biography,8.0,77554,620432.0,No
Mar adentro,Drama,8.0,77554,620432.0,No
Cinderella Man,Biography,8.0,176151,1409208.0,No
Cinderella Man,Drama,8.0,176151,1409208.0,No
Cinderella Man,History,8.0,176151,1409208.0,No
Kal Ho Naa Ho,Comedy,8.0,63460,507680.0,No
Kal Ho Naa Ho,Drama,8.0,63460,507680.0,No
Kal Ho Naa Ho,Musical,8.0,63460,507680.0,No
Mou gaan dou,Action,8.0,117857,942856.0,No
Mou gaan dou,Crime,8.0,117857,942856.0,No
Mou gaan dou,Drama,8.0,117857,942856.0,No
Pirates of the Caribbean: The Curse of the Black Pearl,Action,8.0,1015122,8120976.0,No
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,8.0,1015122,8120976.0,No
